Gene_ID,L15,S15,R15,L20,S20,R20,L25,S25,R25,L30,S30,R30,Bd,Flwr,YSe,MSe
AhKP_05779,541.2395554,526.4025042,272.1785553,592.1341345,385.6980129,392.7301603,604.1550203,352.3750368,304.8887891,699.8259186,317.003726,294.8442012,83.37058678,242.5750415,255.6621065,153.609701
AhKP_05781,2957.487571,2784.743388,1898.905399,2894.116753,2879.476728,2502.907189,2300.436423,3172.029089,2407.697529,2151.067487,2311.542191,2210.350874,1068.39978,242.5750415,938.5273458,866.1185421
AhKP_05780,1037.375815,1579.948925,1254.939819,716.4333661,1093.212805,1324.716708,641.3337908,1036.858643,1311.021793,560.7579476,916.9979025,1221.87098,900.5165435,1256.283373,771.9346184,864.1171128
AhKP_05782,824.7459892,688.7717273,610.3397908,869.1158867,738.2501028,680.7987296,989.884764,732.8616258,690.1573499,1049.738878,810.8764836,804.7743051,692.0900765,1034.135703,845.3343844,758.5417157
AhKP_05787,788.233797,670.9778398,525.3236453,525.5802153,535.1559929,637.9373162,613.4497129,562.8847991,530.321712,731.2283637,678.9049753,596.8797243,625.2794008,1248.623108,531.1174084,604.4316574
AhKP_05785,987.9769662,1275.228602,1233.368558,1193.076876,1430.095913,1410.439535,996.8557835,1419.96026,1344.282388,897.2127161,1364.612606,1530.444069,1334.50042,1034.135703,1395.420272,1436.025544
AhKP_05783,429.5552027,106.0219128,75.49941279,395.4085791,109.0802193,15.9484329,481.0003431,122.2525638,32.33668975,448.6063581,253.0587684,29.41904446,414.5688082,1138.825984,272.156436,314.2244046
AhKP_05784,163.230977,137.1612159,119.9108321,140.9377114,119.3253227,123.600355,185.8938524,136.6352184,150.5965837,201.8728611,115.6451361,117.0224213,123.3427859,316.6242647,122.8827544,118.5846877
AhKP_05786,2285.233678,871.9004858,681.3980616,1768.572531,919.6486995,840.2830586,745.8990827,622.3766885,808.4172439,836.6508578,730.6051538,711.2871194,722.925773,293.6434713,639.9799828,572.4087881
AhKP_05790,0,0,62.175987,0,0,0,0,0,0,0,0,0,10.84959691,17.87395042,132.7793521,277.1979621
AhKP_05788,0,0,0,0,0,0,0,0,2.771716265,0,0,6.537565436,1.142062833,0,1.649432945,1.000714664
AhKP_05789,893.4748216,1227.778235,1084.907528,811.3705744,993.7750364,1058.577234,831.8749895,1073.469036,1055.099991,957.7745745,888.4267513,938.14064,1039.848209,5502.623309,916.2600011,914.152846
AhKP_05794,2766.335505,2866.298706,2488.308378,3617.401258,2990.364906,3012.260265,3992.07048,3126.919854,2875.193672,4358.210769,3523.775323,3054.350572,1380.182933,20509.0814,2039.523837,1469.049127
AhKP_05791,1129.730183,725.8423262,846.9892107,2624.964874,1148.054242,945.9414266,1998.358913,823.0800953,879.5579613,1940.222499,775.5026772,943.3706924,752.0483752,1036.689125,941.8262117,841.6010328
