Gene_ID	L15	S15	R15	L20	S20	R20	L25	S25	R25	L30	S30	R30	Bd	Flwr	YSe	MSe
g31645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g31646	35	127	105	36	111	73	12	83	61	11	48	118	244	212	79	217
g31647	788	2348	2195	1436	3145	1285	526	2853	1659	583	1332	2518	1528	178	1367	2336
g31648	19	119	129	14	92	92	7	75	93	11	86	141	157	1	50	76
g31649	95	97	97	191	99	57	67	91	54	90	104	123	173	63	108	215
g31650	979	3350	4270	1860	3785	2702	1049	3667	3292	1175	2086	4781	3314	967	4312	6328
g31651	2	50	101	1	124	33	0	101	80	0	129	191	225	71	166	198
g31652	1799	7038	8842	3833	8231	7264	1168	7508	6531	1452	3891	10140	3923	2089	3553	5479
g31653	24	188	302	32	232	208	0	118	215	35	118	297	292	6	99	189
g31654	0	6	9	12	2	10	5	4	5	6	2	0	115	12	16	40
g31655	123	434	366	147	359	82	143	557	174	141	239	111	329	150	371	536
g31656	17	53	35	9	39	40	4	41	30	6	41	89	59	30	55	58
g31657	16	103	71	30	79	52	6	65	50	10	26	39	119	22	62	94
g31658	0	0	44	0	0	27	0	2	15	0	0	9	22	4	102	133
g31659	92	131	157	268	227	181	129	211	247	101	32	151	126	18	110	188
g31660	2	23	24	5	38	22	4	26	14	6	16	24	23	16	16	23
g31661	0	2	11	2	8	8	2	13	7	2	9	38	10	10	18	10
g31662	72	214	203	181	263	121	66	181	132	71	123	254	167	68	132	201
g31663	12	34	28	19	45	22	5	23	61	7	7	18	40	14	28	37
g31664	0	0	404	2	0	7	5	1	5	3	0	14	3838	3	1514	2399
g31665	61	1161	1080	138	1226	874	29	1097	972	42	328	989	1589	12	488	808
g31666	501	5	177	1508	11	53	708	16	69	779	11	110	94	2	458	961
g31667	3796	1512	1195	6973	1993	915	2603	2041	769	2686	824	864	1793	235	1235	2054
g31668	108	388	369	389	375	191	152	359	212	142	141	280	260	45	173	276
g31669	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	3
g31670	25	149	568	201	357	364	93	418	376	94	137	559	309	6	393	789
g31671	2	16	25	9	4	8	0	2	9	0	0	10	17	11	8	35
g31672	380	897	1014	964	1076	632	392	1089	537	551	611	1090	1571	875	1083	1870
g31673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g31674	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0
g31675	177	462	319	357	595	239	150	612	229	142	267	337	363	35	431	428
g31676	323	964	1178	682	1209	1000	302	1001	854	421	730	1605	970	926	829	1512
g31677	764	376	415	1608	414	135	771	367	150	735	125	198	286	128	262	507
g31678	70	352	1487	859	728	243	58	599	484	110	18	16	23	34	40	16
g31679	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g31680	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g31681	8	0	22	35	0	0	19	0	0	26	0	0	14	110	647	129
g31682	2459	7240	9743	7143	11281	7747	2064	7348	7525	2546	5416	14013	3973	673	3452	4587
g31683	484	698	837	1267	844	528	597	729	551	465	317	684	1459	100	784	1369
g31684	170	198	288	455	293	134	181	267	185	99	32	95	549	30	247	386
g31685	2942	942	768	6975	1607	335	2673	1195	376	2317	669	659	2240	629	1029	2335
g31686	18	6	0	23	0	0	24	0	0	16	0	0	4	0	0	2
g31687	316	717	743	729	902	474	255	882	495	312	451	920	1306	381	901	1273
g31688	189	436	517	486	527	284	320	566	326	263	369	728	750	192	597	900
g31689	61	105	139	129	101	82	102	146	84	145	133	293	297	206	333	459
g31690	165	711	745	165	480	492	86	578	514	90	249	544	978	619	444	947
g31691	0	0	1	0	0	2	0	0	1	0	0	4	2	0	4	4
g31692	722	486	273	1410	589	156	525	595	176	628	316	345	521	235	366	673
g31693	20	31	64	48	34	29	22	28	28	1	10	27	170	30	87	133
g31694	272	544	1040	591	755	663	266	686	610	332	516	1166	1980	819	1243	2083
g31695	0	0	24	0	1	0	0	12	0	1	0	0	0	0	26	150
g31696	34	27	994	326	1032	417	126	1809	373	69	861	640	88	22	636	1100
g31697	77	126	753	275	1299	580	159	1402	1029	101	853	1131	179	24	386	716
g31698	74	91	2845	242	238	2693	40	550	3548	81	411	4559	597	30	852	1976
g31699	326	406	2980	1600	3329	1491	493	6625	1321	651	3700	3456	204	8	1446	3102
g31700	16	45	12545	166	5660	17291	25	11584	18381	30	6170	60053	199	4	476	7810
g31701	10	68	41	12	56	18	4	58	28	7	9	20	81	14	18	32
g31702	97	127	119	63	71	77	25	96	84	23	57	75	208	30	74	179
g31703	216	2624	3284	811	1870	1454	157	1274	1751	203	873	3587	2780	1299	3039	4106
g31704	97	627	873	624	526	362	168	787	607	298	142	430	260	121	197	520
g31705	156	815	1093	260	966	949	183	878	889	103	185	1079	2487	172	743	1800
g31706	275	797	899	810	1131	542	392	897	618	339	343	677	1019	938	733	1049
g31707	5	99	90	9	81	67	0	58	59	3	26	63	130	0	50	93
g31708	13	293	390	30	297	306	2	204	205	6	294	586	537	1	244	440
g31709	250	1001	933	618	1238	613	218	1230	691	141	215	552	983	161	751	1287
g31710	474	2300	2347	1371	3082	1695	467	2896	1710	548	1567	2811	2212	544	2197	3100
g31711	226	665	1848	1217	857	981	372	737	822	524	419	1972	2480	23	1029	2214
g31712	40	90	327	208	112	159	75	168	152	62	31	191	533	2	237	468
g31713	10	123	205	30	134	112	17	179	93	15	89	185	967	15	368	715
g31714	326	1140	1511	598	1526	1117	301	1426	1177	301	736	1791	1795	392	1072	1644
g31715	0	2	74	0	0	24	2	0	25	0	0	32	0	0	1	6
g31716	19	40	46	20	49	39	21	38	29	10	9	19	83	32	57	88
g31717	205	2024	3381	351	2010	2233	76	1355	1885	209	1136	2991	4344	33	1048	2178
g31718	1082	1495	2128	3099	2658	1155	1215	2680	1434	1575	1128	1262	1762	1350	1493	2381
g31719	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
g31720	124	629	1321	806	795	424	225	673	886	146	275	834	892	5	604	927
g31721	27	348	2150	132	94	232	4	191	435	0	14	114	29	8	69	24
g31722	13	317	3368	113	32	89	1	130	282	3	0	4	0	25	26	2
g31723	3	2	53	4	14	34	0	12	6	7	28	16	291	3	85	126
g31724	30	287	222	8	2439	12	0	8643	29	6	9267	30	1850	0	2679	995
g31725	0	0	2	0	4	0	0	1	0	0	17	0	4	2	20	6
g31726	10	2089	21	2	5853	4	0	7483	4	2	3176	3	197	6	438	128
g31727	0	0	9	0	5	0	0	1	7	0	3	4	5	9	2	12
g31728	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g31729	12	2701	30	10	7561	2	2	10700	7	0	2534	7	29	39	472	119
g31730	818	4641	9899	807	13571	30	586	22577	29	1001	9822	14	33528	11	34193	63280
g31731	7	16	33	12	14	14	0	22	3	10	29	8	113	16	72	202
g31732	258	640	935	608	787	637	265	712	607	302	431	963	919	371	674	1097
g31733	74	1419	2233	122	1807	1714	32	1141	1905	49	997	3452	2079	45	622	1272
g31734	0	2	0	0	0	0	0	0	3	0	0	0	0	0	4	5
g31735	272	1732	1528	574	1467	1161	224	980	1109	131	299	885	1726	308	787	1476
g31736	686	1113	901	1903	1361	444	712	1243	516	402	209	404	1134	46	750	1216
g31737	407	722	557	1194	1025	341	446	747	399	471	354	516	522	56	408	878
g31738	70	262	484	158	339	246	25	165	276	13	73	283	906	11	885	1191
g31739	47	346	466	123	320	264	45	227	266	33	143	533	717	10	813	1138
g31740	2	8	5	2	11	2	1	6	14	3	3	11	10	0	8	30
g31741	21	71	52	40	64	51	17	111	48	10	8	13	121	28	65	77
g31742	0	0	4	2	1	0	0	0	16	0	0	4	6	6	0	1
g31743	183	382	551	393	491	341	159	403	380	134	224	527	742	47	456	948
g31744	134	332	791	383	325	595	98	310	506	121	114	642	481	6	240	404
g31745	2184	9418	9858	4453	13705	6054	1697	13649	6796	1976	6201	10357	5874	97	3781	6063
g31746	361	4226	6612	729	2443	2890	90	1553	6494	303	3339	12180	24286	355	6648	9627
g31747	176	517	717	354	813	523	210	714	489	168	254	751	946	200	568	970
g31748	21	79	83	33	113	41	14	110	55	6	2	39	110	16	48	108
g31749	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2
g31750	71	82	92	300	210	93	128	256	76	164	213	176	73	12	27	67
g31751	148	327	736	634	689	568	225	719	546	278	268	698	551	731	641	1058
g31752	62	297	311	188	314	151	91	267	186	125	208	327	320	130	595	652
g31753	121	238	265	217	312	143	96	303	152	63	53	141	377	98	579	672
g31754	34	409	231	57	398	302	11	261	250	18	117	327	242	0	125	90
g31755	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0
g31756	0	0	2	0	0	2	0	0	2	0	2	4	2	0	0	0
g31757	446	1691	1949	864	2016	1415	336	1956	1532	526	977	2264	1972	1146	1312	2103
g31758	25515	5534	1957	58795	8371	205	27276	8567	253	28045	3279	380	5140	39	4866	9468
g31759	38	49	178	102	83	161	39	58	180	43	65	225	51	0	29	34
g31760	32	74	120	73	75	124	22	55	158	27	17	78	40	2	9	37
g31761	121	798	1514	250	1296	977	200	1110	1145	266	898	1885	4375	1348	1631	3149
g31762	278	760	1052	510	742	410	256	706	467	284	379	765	3252	1219	762	1729
g31763	104	190	286	272	315	190	83	218	216	165	218	460	288	162	248	309
g31764	55	113	176	143	132	86	38	108	106	22	29	61	102	53	85	134
g31765	2	2	0	0	0	4	0	2	3	0	0	0	4	0	0	6
g31766	173	291	526	429	468	414	180	433	405	209	244	640	365	412	347	562
g31767	195	701	796	462	686	493	195	604	512	208	368	793	906	885	730	1053
g31768	437	702	742	732	787	481	549	1013	628	829	608	906	841	448	443	641
g31769	1388	148	246	4817	865	6	1964	1496	9	3032	1218	14	1975	0	720	1370
g31770	0	0	0	8	2	0	0	2	0	2	4	0	6	0	0	8
g31771	1047	4233	3810	2015	4556	3057	465	3711	3439	674	2176	4131	2069	394	1291	2032
g31772	2	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0
g31773	168	5	12	426	3	6	235	1	2	233	9	3	115	0	34	47
g31774	59	184	318	100	161	167	29	127	194	49	169	346	540	31	165	361
g31775	2862	2025	763	9335	2728	272	4410	2542	458	4009	914	353	1205	4	1152	1827
g31776	216	449	571	416	605	310	56	447	274	108	288	410	1558	22	623	1168
g31777	114	251	329	331	337	200	174	267	202	105	97	223	369	105	564	791
g31778	0	0	0	0	2	0	0	2	0	0	2	0	4	0	0	0
g31779	2	6	10	0	11	2	1	15	15	0	9	4	16	4	7	26
g31780	0	0	0	0	3	0	0	0	11	2	2	2	2	0	4	4
g31781	0	0	0	0	0	0	0	0	4	4	0	0	0	1	0	0
g31782	1	6	0	5	0	0	6	0	0	0	0	1	2	0	2	6
g31783	0	0	4	4	0	1	0	0	8	0	0	0	3	1	0	3
g31784	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
g31785	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g31786	351	1311	1571	657	1661	1135	254	1093	1095	207	728	1763	2133	446	926	1569
g31787	2	12	555	0	8	478	4	18	352	0	6	528	28	165	69	48
g31788	6	2	130	10	2	12	0	7	9	2	3	16	34	156	106	660
g31789	0	2	15	2	0	3	2	0	0	0	0	0	2	0	3	45
g31790	1006	854	594	1975	1025	445	515	845	410	689	563	918	616	71	445	713
g31791	141	2620	3242	655	2675	1514	73	1741	1727	52	384	1205	1048	39	517	809
g31792	0	16	13	4	29	17	0	21	13	0	12	7	2	0	4	2
g31793	68	455	1305	242	772	1272	53	363	1059	85	307	1888	882	945	769	830
g31794	2846	2913	2136	6791	3877	1366	2839	3536	1517	3386	1759	2227	2417	1042	1903	3170
g31795	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g31796	7	67	29	28	45	28	10	196	77	3	13	47	27	0	5	24
g31797	0	2	2	0	12	4	0	4	0	0	1	0	0	0	0	4
g31798	277	3790	3728	906	3666	2803	312	2287	2595	237	987	3179	3284	6	1440	2965
g31799	157	304	499	250	379	265	211	379	332	155	178	402	1605	340	536	1126
g31800	1039	2082	2664	2449	2392	1446	1180	2263	1582	1054	1520	2799	5989	2058	3319	4724
g31801	4	41	75	9	54	37	4	55	33	13	30	66	214	18	76	146
g31802	677	2423	2386	1311	2600	2278	448	2185	2092	506	1043	3052	1365	171	1317	1433
g31803	217	259	524	597	372	161	201	288	254	251	250	282	2079	542	1613	1986
g31804	298	1154	1232	351	1094	826	126	1093	988	121	473	1099	590	102	541	813
g31805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
g31806	654	2249	3104	1610	2355	1699	1046	2883	1997	1188	1285	2421	2520	2831	2105	3176
g31807	1584	1165	1216	4406	1530	800	1988	1444	874	2059	806	1485	1185	124	1028	1636
g31808	26	436	653	146	418	408	53	421	458	55	125	473	256	241	382	542
g31809	53	1127	1243	106	1042	1161	32	725	1042	27	122	1010	548	14	434	636
g31810	100	192	224	313	376	201	93	287	178	100	134	201	163	6	136	138
g31811	192	792	894	461	1098	588	196	1082	729	247	758	1351	1060	306	699	1212
g31812	57	329	371	204	347	181	112	396	233	64	90	202	508	162	262	488
g31813	4	30	27	12	40	2	0	48	22	0	19	11	183	0	141	229
g31814	2	107	156	21	49	10	5	35	48	18	53	46	500	31	391	716
g31815	428	1729	1582	1164	1891	1183	471	2014	1282	490	857	1900	1797	522	1323	1918
g31816	55	294	487	142	320	425	48	349	474	54	156	554	222	4	147	251
g31817	154	776	769	236	755	577	83	844	603	60	282	798	711	47	451	620
g31818	114	100	514	319	74	420	198	104	315	175	64	477	597	29	673	981
g31819	154	388	390	330	475	274	154	512	282	149	177	336	800	294	407	695
g31820	1147	957	1179	2837	914	562	1339	613	671	1529	447	903	2713	16	1132	2104
g31821	0	4	0	2	2	2	0	6	2	6	0	0	6	0	2	2
g31822	72	194	182	87	240	71	4	182	86	30	101	134	133	1796	256	177
g31823	11	32	39	31	34	10	8	22	14	6	4	12	33	124	41	41
g31824	629	1243	1278	1455	1624	751	757	1579	876	869	990	1671	1745	372	1395	2030
g31825	375	949	1218	838	1125	710	420	1112	762	367	413	953	2653	1859	1327	2475
g31826	111	425	579	175	454	355	88	461	354	43	173	473	374	77	292	489
g31827	133	59	307	211	49	246	128	12	251	66	5	193	49	18	36	113
g31828	0	0	2	0	0	0	0	0	7	0	0	18	0	0	24	4
g31829	1	1	2	1	0	1	0	0	11	0	0	2	3	0	0	2
g31830	2	2	2	0	0	0	0	0	2	0	2	0	12	0	0	4
g31831	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g31832	0	4	2	0	4	1	0	2	3	0	5	3	0	7	0	4
g31833	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0
g31834	247	1097	358	417	1441	14	409	1573	18	418	604	31	1924	26	1449	1991
g31835	276	1797	315	741	2538	53	660	2958	42	665	891	68	1855	0	1189	1763
g31836	223	506	2978	4077	1021	562	28	436	603	38	30	301	464	1239	175	294
g31837	0	0	5	0	0	3	0	0	4	0	0	2	0	0	0	0
g31838	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
g31839	0	0	0	2	0	0	0	0	3	0	0	2	4	0	4	1
g31840	0	10	14	15	10	8	10	4	4	2	13	0	31	0	9	10
g31841	98	186	267	147	271	146	59	250	165	38	49	99	687	171	313	506
g31842	76	247	311	119	265	165	75	334	192	42	89	165	942	214	405	717
g31843	125	419	616	372	518	372	152	485	338	175	273	672	1633	542	791	1460
g31844	1040	6940	10737	4173	6777	7652	1773	6080	6905	2312	2691	9218	2680	1398	5132	7514
g31845	15	40	55	46	58	34	15	40	54	30	41	97	38	46	35	57
g31846	259	796	828	631	860	427	267	831	528	312	412	796	950	1158	702	1235
g31847	14249	7463	5017	23696	7990	3031	9478	8513	3340	10513	4623	5211	5880	816	5341	7901
g31848	64	3745	1818	166	2658	1866	64	2140	2299	57	1501	4456	2876	4	1587	2597
g31849	1347	637	496	3860	993	261	1827	836	326	1241	198	327	718	431	706	908
g31850	0	0	4	0	2	0	0	0	0	0	0	2	2	2	4	0
g31851	1502	2161	2258	5557	3790	1285	2168	3451	1488	2245	1907	2264	3706	285	2538	4406
g31852	12	70	69	13	52	38	11	71	60	11	29	64	77	9	52	95
g31853	38	188	193	50	186	102	16	154	100	29	41	118	131	15	100	151
g31854	22	143	113	50	107	62	8	129	74	11	24	56	98	10	113	111
g31855	2381	2542	2756	6687	4472	2341	2435	2697	1783	3251	2323	3568	341	397	1419	1694
g31856	1192	1677	1149	2347	2360	711	931	2389	940	1157	1216	1570	1291	101	1212	1999
g31857	3	0	0	1	0	0	2	0	1	0	0	0	7	0	4	4
g31858	229	422	406	449	482	282	118	440	239	162	240	407	568	137	421	643
g31859	2239	8084	7027	3816	6933	4985	1556	7085	5136	1292	2046	5682	5524	1812	3863	5932
g31860	316	999	1247	602	1203	826	298	1211	838	317	543	1287	1191	673	859	1469
g31861	0	0	2	0	0	3	0	0	4	0	0	0	2	0	3	0
g31862	60	2224	8645	204	1817	5475	108	1216	7595	145	2171	16210	1053	741	766	1307
g31863	1245	1481	4005	3174	783	2627	1927	327	3407	1639	1947	7506	25023	4806	4495	7217
g31864	136	1888	1038	199	1381	544	129	1026	846	144	1319	1551	7445	92	1253	2303
g31865	0	0	230	0	0	153	0	0	95	0	0	96	12	205	37	45
g31866	522	2945	2880	1095	3212	2096	331	2993	2006	375	1155	2481	2344	441	1476	2399
g31867	79	173	175	108	178	117	81	129	111	36	13	63	181	62	184	317
g31868	345	592	805	717	688	583	380	620	521	485	376	1021	657	442	971	1515
g31869	235	556	833	457	791	544	271	687	557	385	590	1208	1551	800	780	1521
g31870	232	460	712	320	560	333	221	611	410	107	46	191	2147	412	684	1421
g31871	157	252	606	339	447	415	105	324	504	123	159	515	590	224	406	629
g31872	130	273	670	285	469	571	141	401	520	235	329	929	491	323	418	658
g31873	98	329	355	224	511	252	81	338	239	52	97	351	491	91	353	416
g31874	4	5	12	10	18	15	2	15	10	6	12	10	32	4	17	28
g31875	524	1614	2055	1331	2485	1802	532	2072	1524	636	1055	2630	1723	586	1765	2493
g31876	255	1574	1332	370	1664	720	120	1385	886	84	196	674	1826	142	808	1298
g31877	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2
g31878	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g31879	1193	674	435	2877	703	233	1092	739	280	1421	379	421	603	255	396	686
g31880	206	618	761	294	729	567	143	642	609	173	290	686	428	446	354	528
g31881	300	1116	1561	578	1545	955	227	1408	1026	270	894	1952	1286	181	885	1596
g31882	962	2537	3008	2352	3531	2218	1263	3497	2387	1318	1722	3655	1943	882	2454	3415
g31883	249	838	1332	471	1150	814	205	1069	953	273	612	1468	1811	212	945	1855
g31884	11	40	37	16	26	18	4	39	25	0	0	11	78	7	30	54
g31885	191	962	1358	471	1208	778	259	1147	904	233	549	1360	1091	968	1650	2291
g31886	2	5	15	3	8	4	0	10	9	0	2	0	12	822	97	27
g31887	0	2	5	0	2	8	0	3	3	0	0	4	2	809	45	16
g31888	313	617	718	708	993	457	326	795	441	339	471	802	1339	876	698	1460
g31889	3263	1453	839	5787	1712	418	2112	1676	528	2348	707	610	960	153	868	1339
g31890	35	1252	703	68	815	678	35	484	704	14	438	1698	1251	4	788	1322
g31891	103	159	245	221	245	150	102	281	191	84	134	274	226	98	254	245
g31892	141	522	725	226	592	504	99	490	515	95	265	767	499	440	369	595
g31893	847	1558	1498	1519	1659	861	921	1782	957	824	693	1464	2551	474	1488	3344
g31894	14	35	46	18	31	42	5	17	47	6	4	33	61	34	8	21
g31895	18	8	2	45	56	32	0	4	2	9	14	13	27	85826	4747	53
g31896	11462	12105	2749	19382	13556	139	16202	5724	78	11617	4561	3	10356	296	8916	16078
g31897	7754	1760	1777	38315	2404	58	20580	1169	25	14648	961	0	3814	40	8798	11004
g31898	0	0	0	0	0	2	0	0	8	0	0	2	0	0	0	1
g31899	333	252	244	909	569	197	265	365	173	170	110	148	615	68	265	405
g31900	563	593	563	1779	1114	489	525	1071	467	642	558	639	837	194	550	832
g31901	1642	6572	7729	3001	6623	5812	961	5798	6197	1238	3233	9048	3607	2651	3075	4711
g31902	11	195	376	10	213	234	2	153	272	13	139	337	225	15	73	96
g31903	674	1612	1934	1353	2365	1338	731	2192	1498	712	1072	2490	2303	1341	1498	2703
g31904	325	958	1977	685	644	401	268	1192	836	318	451	984	1178	739	667	1115
g31905	24	115	83	31	116	53	10	112	55	7	26	41	82	2	39	110
g31906	31	191	203	48	303	116	14	269	142	23	78	176	149	18	78	165
g31907	28	10	343	144	0	28	117	42	17	103	20	24	146	11356	992	627
g31908	1306	2313	1880	2984	2699	1079	1471	2428	1214	1411	1221	2127	1600	581	1566	2110
g31909	748	1892	2179	2185	2358	1251	1039	2214	1407	901	1125	2280	3219	501	2185	3950
g31910	4	33	122	7	61	24	10	47	34	2	10	49	2087	20	177	525
g31911	32	2	43	29	9	2	41	2	7	36	2	4	737	10	47	178
g31912	2	0	10	0	2	4	0	0	2	0	2	2	2	0	0	4
g31913	719	527	502	1158	618	241	383	574	294	190	119	253	819	218	498	678
g31914	0	16	11	14	27	8	4	0	12	6	10	10	44	3	2	6
g31915	777	684	598	1410	754	404	441	704	371	477	394	680	825	400	546	789
g31916	79	355	356	147	935	236	50	647	242	72	348	225	445	562	357	315
g31917	254	1280	1146	292	1085	783	128	1024	895	117	364	1082	295	236	503	624
g31918	1012	2164	3749	1810	4803	1766	1564	2767	2154	985	2161	3911	3983	1398	4567	11303
g31919	0	4	191	4	24	122	2	4	160	2	4	234	40	2	130	261
g31920	162	1141	1256	357	1653	947	130	1649	947	153	770	1339	740	324	517	662
g31921	45	160	235	39	152	113	10	202	144	19	102	196	645	28	575	454
g31922	967	508	302	1928	691	109	1000	686	99	1043	295	160	1206	114	551	1134
g31923	10	4	5	57	4	2	35	2	3	26	2	2	49	1030	51	15
g31924	467	1050	1144	908	1446	757	473	1465	1022	372	388	868	1370	157	810	1307
g31925	84	1193	2228	130	1512	1520	31	958	1593	114	1237	3406	1878	66	674	1473
g31926	221	2305	3683	273	2748	2201	81	1809	2504	127	540	2249	5022	111	1501	3012
g31927	1352	7475	6845	3137	8963	4778	1217	8856	5191	1690	4183	6955	4916	814	4343	6317
g31928	4936	5353	3532	14579	5113	1315	7726	4952	1454	9132	3349	2432	5427	2128	5512	7508
g31929	1723	1637	1130	4756	1605	454	2414	1683	584	2018	631	556	1855	703	1555	2498
g31930	434	1643	1983	962	1857	1205	477	1799	1302	616	1131	2394	2254	491	1243	2429
g31931	84	315	258	166	274	168	113	272	185	27	30	136	484	53	213	368
g31932	134	268	413	239	322	175	101	312	190	32	23	89	610	39	358	954
g31933	26	162	129	66	218	108	18	208	110	6	13	42	340	48	156	312
g31934	17	85	94	40	130	56	10	153	74	7	22	49	273	63	105	244
g31935	81	249	390	112	447	246	65	429	288	81	250	410	722	380	301	812
g31936	9	107	100	11	87	57	9	62	58	22	95	161	251	30	123	175
g31937	23	88	94	34	84	70	9	78	51	12	37	75	233	33	84	131
g31938	39	119	90	29	94	72	8	100	55	9	18	41	385	22	103	201
g31939	115	406	419	186	540	362	87	551	281	113	324	680	563	132	361	554
g31940	1	0	4	0	1	0	0	0	0	0	0	0	1	2	1	0
g31941	0	0	3	0	0	1	0	0	0	0	0	0	2	0	2	0
g31942	2	1	5	2	3	0	0	0	2	0	2	2	0	0	0	7
g31943	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2
g31944	763	3749	4379	1281	3406	2943	521	2940	2932	652	1770	3956	5079	69	1882	3187
g31945	3	26	29	2	35	22	0	39	20	5	15	27	72	2	19	44
g31946	0	2	25	9	4	4	3	0	18	21	28	28	480	0	85	153
g31947	97	233	94	48	183	35	56	323	57	70	142	77	246	31	119	131
g31948	1703	6450	4990	3901	8168	3740	1605	7309	3388	1416	3438	5071	8480	158	3526	6040
g31949	913	2468	3709	2233	3343	2513	1077	2574	2439	1388	2384	4586	3586	9767	2762	4098
g31950	0	25	104	2	4	0	0	0	5	0	2	6	9	0	349	598
g31951	458	626	708	1215	847	501	604	816	298	473	324	702	1349	465	947	1424
g31952	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2
g31953	0	0	0	0	0	2	0	2	2	0	0	2	0	0	2	2
g31954	0	0	6	2	2	0	0	2	1	0	2	2	2	0	20	54
g31955	1358	6503	9289	2886	7697	6570	1510	7423	6587	1778	3660	8157	7165	948	8367	11744
g31956	816	963	1145	2049	1332	713	1052	1215	883	936	543	1004	2120	561	1637	2336
g31957	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
g31958	556	2092	2647	1509	2829	1677	708	2574	1812	726	1112	2626	2672	632	1649	2912
g31959	696	1661	2611	2446	2894	1227	1160	2297	1628	1146	1264	2616	3176	36	4239	7109
g31960	0	0	0	0	2	0	0	1	1	0	0	6	5	8	0	4
g31961	0	6	3	1	9	2	2	9	7	6	20	15	13	17	5	26
g31962	20	178	2413	65	55	422	0	373	780	6	8	129	21	16	9	141
g31963	0	2	115	12	4	74	0	2	153	6	0	82	0	0	0	43
g31964	19	71	73	70	148	4	25	126	21	23	124	23	468	6	275	555
g31965	235	808	1695	1102	976	701	352	1119	964	363	272	892	489	46	490	1216
g31966	0	13	19	0	14	28	1	16	13	3	17	62	11	1	8	25
g31967	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	2
g31968	18	412	3657	176	246	672	14	326	1034	21	51	623	75	67	155	450
g31969	425	1737	1391	972	1614	1399	301	1689	1308	604	984	1928	1049	711	800	1166
g31970	93	332	354	223	431	205	82	385	258	74	119	309	458	87	261	592
g31971	284	787	915	530	1050	748	239	971	764	339	864	1719	1109	292	753	1494
g31972	467	2137	2304	1159	2586	1721	529	2356	1496	748	1616	2932	1605	161	1354	2215
g31973	333	1318	1293	654	1699	914	278	1561	968	269	428	1064	1187	101	824	1336
g31974	153	569	2496	386	695	1309	226	492	1623	105	331	2383	1046	167	1676	2653
g31975	42	138	95	46	64	43	13	75	55	16	18	52	139	42	63	116
g31976	35	84	147	59	132	138	31	111	128	18	61	265	265	60	104	184
g31977	24	125	224	36	150	193	29	125	202	20	38	147	408	207	147	335
g31978	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	2
g31979	3	106	132	10	129	105	10	64	139	13	58	213	323	2	195	322
g31980	671	2999	5154	3558	2150	1661	390	2565	2102	446	649	1805	2747	480	1738	2789
g31981	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
g31982	1	38	45	8	35	22	7	26	10	4	4	6	125	15	32	75
g31983	64	266	332	114	311	153	62	446	172	68	158	293	956	299	299	516
g31984	13	112	126	11	66	65	2	96	73	0	14	37	144	13	67	58
g31985	54	901	1062	118	786	736	16	876	630	47	344	1017	1233	288	509	706
g31986	359	1013	973	669	1161	764	207	967	728	219	386	960	637	203	464	795
g31987	311	893	1481	719	1191	993	424	1149	989	694	1022	2195	2339	2638	1299	2836
g31988	266	817	852	431	798	583	164	814	575	187	347	884	894	166	668	1060
g31989	184	482	700	500	728	527	247	632	541	273	354	859	859	764	590	1280
g31990	674	1257	1284	1991	1706	958	966	1495	1061	851	743	1522	1050	667	1159	1447
g31991	9	5	45	23	7	9	6	6	11	11	5	7	19	0	40	157
g31992	537	1438	1659	1254	1758	1158	793	1802	1346	593	773	1745	1607	393	1498	1989
g31993	142	703	1230	258	1126	1022	100	779	917	142	616	1710	1971	774	1005	1994
g31994	453	349	515	1081	555	251	470	628	254	263	239	348	2692	425	911	1490
g31995	803	1498	1559	1927	2058	1358	1008	1628	1276	1042	830	2347	1431	182	632	1123
g31996	15	27	28	21	42	11	8	37	16	1	1	9	39	10	57	51
g31997	103	250	242	225	327	156	66	304	149	111	155	275	357	218	325	408
