Gene_ID	L15	S15	R15	L20	S20	R20	L25	S25	R25	L30	S30	R30	Bd	Flwr	YSe	MSe
g1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3
g2	163	375	469	301	391	238	89	415	286	80	87	253	843	126	360	668
g3	16	48	65	40	60	46	18	54	42	15	24	77	82	23	55	85
g4	74	249	310	133	277	231	54	265	222	123	247	489	354	114	195	368
g5	191	1448	2185	376	1640	1591	115	1541	1451	165	1235	2592	5346	926	1615	2883
g6	2846	8598	7905	6113	9766	6024	2715	9572	6573	2509	3505	7609	4896	1241	4109	6403
g7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
g8	2	2	3	2	1	0	0	4	0	0	0	3	4	0	0	2
g9	161	132	174	330	40	6	139	62	1	146	45	12	66	0	150	989
g10	2761	6377	6692	7214	8108	4599	3422	7610	5190	3801	3800	6832	3685	4410	4314	5558
g11	221	698	772	335	693	415	159	705	477	175	315	755	636	209	519	763
g12	374	953	1276	743	1185	831	382	992	809	501	816	1428	2092	2101	1022	2178
g13	142	269	337	220	250	134	114	298	205	29	20	60	800	428	288	593
g14	801	4335	4749	1776	6708	3445	787	7404	3779	1069	4467	7655	6548	2189	3660	6238
g15	257	644	732	553	659	501	184	679	569	248	329	794	495	59	363	608
g16	156	370	391	275	342	288	136	404	329	87	107	277	336	34	204	380
g17	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0
g18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
g19	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1
g20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g21	0	0	0	0	2	0	0	0	2	0	0	3	0	1	0	2
g22	37	69	76	41	65	50	19	75	33	5	0	13	238	16	75	120
g23	497	1039	1214	1497	1671	628	553	1559	857	532	627	1223	1606	321	1083	1670
g24	0	2	2	0	2	2	0	0	1	0	2	6	2	0	0	4
g25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g26	3252	1188	413	8806	2010	212	3327	1672	158	2826	545	214	1082	44	607	1109
g27	615	2646	2656	796	2042	2221	274	2204	1951	219	588	1976	2088	1482	1007	2027
g28	388	2375	1986	889	4367	1292	442	2643	1045	556	2552	2428	2588	662	3400	3459
g29	12	5	10	15	7	0	10	11	8	0	1	0	36	6	22	26
g30	11	16	24	35	24	8	10	10	6	0	4	2	43	4	15	25
g31	85	123	146	188	165	84	100	197	105	27	14	57	412	118	206	375
g32	41	134	157	168	177	69	108	138	98	40	33	81	306	90	146	317
g33	113	203	257	260	303	164	149	267	154	150	159	329	441	156	254	501
g34	38	83	126	123	149	92	60	107	82	104	117	238	169	124	125	166
g35	93	362	653	155	467	553	90	419	481	74	223	598	558	276	369	579
g36	640	2249	2419	1337	2571	1778	651	2406	1895	659	1184	2927	2720	984	1519	2773
g37	811	2002	2605	1622	2454	2028	561	2329	1986	639	1257	3124	2027	468	1081	2388
g38	504	578	537	1107	753	293	432	601	372	367	312	483	617	217	505	909
g39	0	0	3	4	4	0	0	0	16	4	3	3	6	12	0	4
g40	2	4	4	3	6	0	1	3	12	2	2	4	7	8	6	31
g41	3732	17422	18866	4331	19864	13030	1034	18875	13332	1416	8366	17354	15614	468	10988	14699
g42	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
g43	1073	611	540	3800	988	316	1519	829	355	1356	410	557	1322	93	651	1249
g44	2340	8153	8603	4197	8056	7076	1387	7319	7228	1476	3478	8283	3597	1475	3590	4766
g45	1447	740	527	3424	1007	332	1082	829	328	1141	428	560	701	126	623	920
g46	298	614	610	650	714	391	241	622	377	214	254	533	1212	203	541	856
g47	1041	2554	2941	2298	3012	2056	984	2750	2301	1192	1515	2535	1537	605	1945	2031
g48	268	671	979	495	819	698	183	814	702	258	392	913	755	421	493	1019
g49	262	774	654	811	875	224	349	810	225	423	398	360	1052	21	853	1964
g50	20	183	231	21	189	113	7	135	167	27	34	164	169	106	113	144
g51	23	288	422	31	336	273	9	235	303	15	138	378	253	138	144	194
g52	244	8231	8936	265	9449	4926	141	12047	8520	366	8447	9102	6746	2902	19293	10015
g53	173	547	678	349	593	444	103	543	424	117	518	934	934	46	633	1034
g54	267	7809	4706	466	4942	4099	111	4123	3852	220	2842	6132	1633	10	1450	1999
g55	86	388	581	174	515	283	59	521	349	47	250	593	442	143	490	1616
g56	267	321	364	467	461	145	303	393	161	477	289	292	696	186	389	1072
g57	2636	11360	12583	4331	10700	9716	1286	9568	9346	1746	5526	14109	4936	2316	4119	6075
g58	764	1448	1671	1962	1927	1059	1004	1818	1172	1014	910	1777	1247	509	1233	1810
g59	3031	1499	1736	10155	1316	306	4939	1077	279	3487	637	433	3036	1266	4761	6203
g60	420	584	773	897	778	368	497	669	607	387	242	557	1071	548	837	1276
g61	70	199	219	140	242	222	38	181	187	63	112	297	207	266	140	251
g62	13	69	83	42	85	62	16	75	61	17	17	34	70	43	50	82
g63	119	361	344	120	413	242	53	383	260	51	113	312	521	257	230	420
g64	372	557	424	470	541	317	137	415	277	151	223	463	646	217	438	732
g65	216	748	845	393	875	535	157	952	575	263	501	939	644	391	646	982
g66	828	1406	1847	1770	1869	968	1146	1984	1208	1136	959	1806	1357	545	1481	2835
g67	39	308	629	104	314	220	39	350	248	66	152	341	477	229	705	2333
g68	884	2512	2820	1419	2814	2120	566	2500	2118	614	1541	3558	3997	2065	2345	4340
g69	4499	1439	1146	10534	2147	379	6835	2538	579	5743	1276	981	1933	216	1511	3118
g70	34	344	339	70	441	219	49	331	209	69	376	568	238	9	241	389
g71	11	135	86	37	164	40	17	118	77	9	25	54	193	7	106	159
g72	5	36	62	18	52	44	8	59	42	7	8	40	168	68	50	85
g73	391	273	426	980	358	296	557	311	292	774	193	485	1284	628	446	1039
g74	856	2368	2658	1942	2389	2162	737	2240	2175	1350	1559	3892	1736	1847	1178	2134
g75	248	607	687	478	674	485	197	595	471	158	177	389	1782	659	559	1266
g76	589	1405	1139	987	1266	731	481	1590	789	420	492	714	2048	929	970	1694
g77	812	16177	8680	5371	29634	6868	1951	21034	6292	2325	5693	8989	1404	14	3020	5948
g78	80	1600	1434	114	1547	1111	32	1271	1155	69	673	1831	1118	7	512	869
g79	0	0	92	0	6	173	2	18	260	0	8	508	49	0	91	105
g80	394	494	455	1089	718	285	503	606	399	499	311	622	240	10	249	371
g81	445	1717	1989	971	2292	1594	461	2261	1473	619	1215	2595	1947	190	1589	2203
g82	238	866	827	478	1046	577	240	973	623	95	113	345	1237	69	753	1041
g83	71	610	254	135	564	244	63	591	231	6	80	86	660	10	151	273
g84	21	181	109	52	213	93	23	224	73	7	29	44	214	8	39	104
g85	189	1566	1011	392	1972	921	138	1730	850	228	1077	1811	1406	71	407	960
g86	25	9	584	10	17	4	5	24	0	21	159	2	2576	596	2279	3913
g87	1227	3721	3300	2077	3097	2227	1000	3108	2226	763	1004	2632	3043	2010	2269	3764
g88	1101	763	374	2702	1029	198	672	865	265	724	585	397	647	100	453	734
g89	171	610	567	416	819	397	181	576	406	53	85	295	645	59	507	791
g90	2138	3387	1482	3462	2692	760	1775	2914	930	1822	1558	1643	1374	114	1855	2894
g91	494	1443	1470	852	1486	988	380	1435	1109	364	600	1667	1168	310	983	1626
g92	230	673	682	326	702	418	152	776	434	164	240	589	1354	575	437	1292
g93	264	1059	960	514	1201	707	227	1032	718	135	238	691	1455	620	865	1482
g94	194	518	729	393	683	549	137	642	588	245	476	1081	596	180	607	847
g95	3123	4625	4309	6642	6160	2670	3783	6278	2690	4891	2615	3827	5622	584	4323	7835
g96	124	737	1104	272	1039	632	76	1019	711	88	309	753	854	60	982	1584
g97	0	0	8	2	0	4	0	0	5	0	0	6	3	0	8	2
g98	181	1026	1121	508	1562	945	198	1284	1021	280	1046	1652	1299	481	1135	1463
g99	381	1859	1997	910	2149	1457	387	2239	1419	391	1100	2433	1519	768	1277	2367
g100	17	343	446	38	415	474	20	401	437	17	186	889	114	8	52	73
g101	10	319	339	47	336	310	4	262	310	13	53	296	165	1	29	69
g102	629	1685	2224	1722	2203	1698	901	1960	1757	831	1077	2797	1198	178	1363	1764
g103	500	1245	1699	1189	1918	1235	562	1605	1338	543	905	2118	1122	383	1030	1457
g104	73	132	107	145	145	79	70	115	84	98	86	115	322	139	232	322
g105	645	1710	1886	1288	2471	1457	485	2128	1401	718	1081	2385	2332	1771	1407	2676
g106	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1
g107	845	2868	3213	2093	3527	2149	853	3135	2444	889	1490	3526	2513	993	1780	2672
g108	917	3411	4373	2351	4059	2843	1050	3615	2755	1036	1984	4716	3825	1069	3351	4594
g109	53	107	147	63	136	100	12	117	87	34	97	179	93	36	134	146
g110	659	1480	2372	1807	1950	1499	697	1799	1453	883	1213	2815	2952	825	2563	4255
g111	49	288	257	141	625	196	70	316	137	13	119	302	351	208	290	213
g112	1350	4159	5515	4680	5994	4432	2065	5161	4591	2362	3195	7180	3227	1092	4092	5131
g113	97	64	5562	93	238	3608	59	61	3181	16	27	4380	70	0	65	108
g114	335	274	2263	478	230	1805	363	153	1551	503	103	2683	222	0	245	606
g115	4	22056	10934	15	12067	4507	20	3850	8413	12	7356	8073	32	0	43	32
g116	12	120	23	37	164	5	8	152	6	4	118	5	108	0	69	88
g117	529	525	1646	794	801	4	22	1085	7	1187	7460	0	6503	2	7275	10013
g118	108	348	351	225	410	251	141	388	228	89	105	330	293	132	260	353
g119	516	2545	4082	2316	2510	1902	858	2814	2001	1083	1112	3818	1963	273	1376	2943
g120	3075	13083	13545	6646	18470	8841	3363	22016	14022	3610	11463	21189	7328	67	5896	11212
g121	56	173	190	90	197	123	23	201	157	37	49	121	179	49	125	160
g122	151	584	623	292	682	504	111	584	462	153	355	841	561	330	438	619
g123	517	2057	1895	1658	2789	1400	668	2693	1540	605	1066	2375	1269	1758	1289	1827
g124	0	4	0	2	2	0	0	2	3	8	2	9	8	0	6	4
g125	1859	3031	3454	4858	3993	2282	2077	3770	2260	1912	1607	3458	5043	1183	3294	6061
g126	97	441	384	155	486	243	78	427	317	76	258	459	315	77	191	370
g127	97	249	185	171	202	99	96	181	138	91	81	155	230	2	174	270
g128	5461	1914	1683	11660	2445	610	6437	2223	718	5627	732	820	4675	724	2347	5625
g129	2149	5265	4328	4251	6455	2920	1942	6871	2912	2266	2995	4058	3032	869	2168	3670
g130	76	215	213	165	199	138	83	259	173	74	102	238	321	120	194	322
g131	61	195	164	123	215	112	61	292	156	77	128	245	400	45	311	451
g132	946	473	565	4578	821	345	2555	654	325	2877	587	708	1053	465	740	1403
g133	1041	391	443	3987	579	224	2215	575	228	1002	62	155	901	130	592	1002
g134	727	1964	1687	2190	2395	1191	1204	2240	1141	1128	1199	2094	1562	717	1302	1988
g135	85	185	188	231	260	83	149	239	112	75	28	95	189	54	168	243
g136	484	1616	1942	1065	1616	1224	358	1753	1191	400	696	1671	1161	707	900	1546
g137	81	136	436	241	147	180	135	145	153	85	46	141	246	647	509	939
g138	60	151	127	132	175	76	33	175	83	15	10	46	291	47	161	181
g139	639	524	389	1349	611	267	453	422	223	634	454	574	552	440	330	633
g140	2	6	2	2	3	4	6	8	5	2	5	6	39	28	4	14
g141	498	402	240	846	366	156	264	320	138	127	39	91	377	147	182	352
g142	1466	5849	7317	3020	6662	4630	1335	6230	4695	1385	3159	7441	7095	2209	4751	8650
g143	858	859	542	1983	1034	314	592	1022	377	676	512	583	772	97	676	1024
g144	97	271	212	222	239	120	72	249	130	89	121	225	394	135	287	441
g145	2	0	1	1	0	0	4	0	3	2	0	0	9	1	0	11
g146	0	2	0	0	2	2	0	0	1	0	1	2	0	0	0	0
g147	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g148	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1
g149	375	130	6617	975	215	863	311	148	123	237	127	283	520	45	25855	37495
g150	1	11	23	5	16	3	2	7	9	0	31	17	44	16	75	109
g151	4	0	8	2	6	0	0	4	3	0	2	0	83	2	65	105
g152	1483	739	409	3862	1009	164	1372	836	143	1197	387	185	1384	667	681	1491
g153	340	1194	1120	707	1550	679	294	1355	699	347	722	1203	1419	333	1079	1351
g154	39	450	523	48	464	367	21	489	406	26	333	792	217	37	110	185
g155	45	112	156	62	144	84	37	129	85	26	57	140	136	30	97	143
g156	711	2304	2838	2070	2839	1837	952	2603	2074	949	1503	3207	2838	1136	2198	3476
g157	315	710	810	481	719	516	271	646	534	249	385	802	1291	847	721	1071
g158	1248	2796	2682	3137	3611	2250	1326	3364	2042	1144	1292	2739	5897	194	2359	4657
g159	902	1702	1989	1897	2089	1319	1077	1636	1172	1103	768	1903	2594	673	1966	3177
g160	17	123	149	8	116	108	3	149	110	11	46	129	79	63	35	88
g161	1273	3741	1051	1604	3500	96	872	3628	159	1119	2125	234	1922	20	1932	3707
g162	148	102	1260	699	1017	1050	388	1154	900	511	382	743	230	0	503	715
g163	150	451	504	383	567	302	211	472	289	195	216	495	868	354	642	936
g164	53	197	148	48	154	104	42	137	84	32	38	90	286	139	93	213
g165	257	725	760	637	784	599	321	781	501	323	400	923	914	738	828	1246
g166	162	2248	4820	788	2588	3523	138	1715	5782	261	2127	8118	12232	169	2809	3926
g167	83	314	302	185	373	219	58	320	251	57	149	390	391	179	319	390
g168	4726	15162	13001	7503	18327	8934	1644	14080	8928	1768	6818	13957	3252	2	3062	4115
g169	90	166	155	141	226	99	70	156	117	65	57	161	501	63	180	323
g170	295	637	733	616	847	651	220	823	480	244	340	839	1175	118	584	1178
g171	36	435	489	39	608	603	24	626	442	25	250	636	60	10	36	60
g172	573	691	611	1282	704	235	711	787	266	546	151	299	1122	176	754	1742
g173	1110	649	434	3545	1155	164	1328	924	156	2096	728	392	1208	476	709	1545
g174	33	220	286	67	293	158	37	170	214	33	130	485	811	54	435	801
g175	872	3274	3628	1977	4029	2461	840	3584	2808	838	2060	4154	2620	639	2224	3293
g176	221	726	802	581	1100	683	237	881	753	220	412	1059	457	319	647	792
g177	841	977	1724	2611	1732	1069	1386	1403	1041	1338	730	1611	2209	1521	1356	2878
g178	112	73	128	206	123	80	130	90	70	39	18	25	255	187	123	235
g179	489	1732	1766	714	1683	1083	275	1840	1095	320	826	1373	2539	356	1264	2086
g180	1407	4076	6333	3797	5307	4693	1757	5224	5148	2059	2938	6160	4258	1197	5408	5372
g181	174	283	585	470	344	361	272	335	359	254	212	667	544	128	735	1074
g182	433	1602	871	817	2114	475	398	2259	524	651	1519	1186	2983	168	1543	2984
g183	149	541	273	243	537	109	133	680	109	72	67	100	1440	25	501	961
g184	59	269	279	108	346	182	44	330	217	68	257	400	377	163	299	476
g185	612	1889	2144	1646	2604	1584	845	2571	1673	944	1306	2734	1498	321	1527	2257
g186	11	6	1020	41	15	667	5	9	722	11	16	1082	56	1	66	297
g187	3034	792	531	7701	967	320	2989	779	383	3398	458	659	572	357	471	858
g188	768	2066	2139	1351	2235	1536	549	1887	1584	544	1014	2405	3661	2457	1992	3258
g189	40	52	73	61	93	42	30	38	46	15	13	39	121	12	64	54
g190	670	1556	1694	2026	2368	1440	1260	1896	1298	1116	1066	2317	1677	326	1658	2628
g191	199	1519	2776	671	641	643	186	659	391	227	285	756	965	104	1040	2128
g192	208	314	989	467	278	400	228	277	342	210	119	487	796	175	532	1568
g193	1	3	20	0	10	23	2	4	19	0	2	14	4	0	8	6
g194	885	4413	5326	1513	5271	3697	588	5234	3623	892	3322	6661	4923	529	3770	6837
g195	567	2395	2574	715	3004	1860	239	3135	1781	165	268	964	3089	159	1984	2974
g196	389	1287	1193	991	1537	1068	272	1632	1060	402	1106	1952	868	22	835	739
g197	191	1273	4093	2112	1989	3898	854	951	3338	810	735	4398	286	91	1969	1895
g198	586	3118	2606	1604	3082	2047	545	2633	2119	398	916	2317	853	1092	919	1096
g199	406	1071	1324	824	1932	1225	479	1053	1085	400	733	1045	2026	538	2016	2295
g200	480	1455	1048	1260	1628	805	594	1728	915	618	736	1273	937	384	811	1032
g201	419	2891	2968	840	4498	2629	350	3957	2823	340	1634	4613	3762	309	1441	2627
g202	675	2664	2960	1611	3169	2133	602	2830	1934	962	1688	3172	4036	705	2291	4004
g203	510	1382	1452	1060	1504	1030	560	1361	951	748	1038	2021	1690	763	1030	2089
g204	104	284	280	192	256	170	114	273	157	68	62	180	430	239	188	491
g205	27	81	59	65	61	37	19	71	44	14	23	34	152	248	46	103
g206	215	461	442	402	471	260	167	419	288	75	75	155	967	197	370	729
g207	162	643	939	409	672	546	152	747	534	148	150	513	647	180	445	727
g208	1289	6816	7218	2613	6979	6139	745	6451	6141	1271	3622	8007	3397	3461	3038	4242
g209	266	739	695	867	848	353	252	732	391	311	440	752	1288	91	1210	2056
g210	8	111	202	6	78	122	3	37	115	2	15	110	104	2	264	113
g211	334	2351	2371	668	2643	1468	271	2709	1658	347	1497	2862	3006	802	2120	3192
g212	1973	3704	5798	4331	4467	4226	947	2831	3673	1022	1829	4308	8103	542	3741	6191
g213	504	1459	1910	1609	1926	1660	758	1774	1631	730	614	2247	2329	224	1564	2535
g214	94	224	246	235	264	175	107	234	249	59	13	114	427	30	189	380
g215	201	1379	3126	582	1756	3489	240	1472	3781	259	784	5988	1948	127	851	1631
g216	102	19	196	308	77	104	93	72	96	103	65	180	220	4	144	303
g217	8904	12661	7835	13645	9654	3953	4172	10608	4209	3720	4006	4964	7906	4951	5198	7750
g218	197	427	491	282	359	236	140	371	254	27	53	154	2278	155	510	1110
g219	115	157	144	86	143	56	36	94	74	14	20	33	983	57	160	295
g220	51	766	489	77	524	525	31	699	580	54	358	1239	526	13	173	344
g221	75	439	551	122	338	242	34	233	332	58	97	469	468	53	346	602
g222	54	346	513	81	243	294	43	190	319	62	246	656	245	84	292	550
g223	67	975	683	174	1294	461	54	1047	617	58	172	505	905	16	475	681
g224	130	2082	1859	274	3306	1563	180	2930	1696	195	1533	3397	1553	34	1063	1694
g225	19	159	229	46	219	145	23	228	168	0	24	76	325	221	253	220
g226	67	767	1268	145	1066	1016	61	1012	1110	74	564	1736	1026	1565	1073	1128
g227	181	261	288	313	352	159	118	312	175	129	109	194	576	120	293	507
g228	59	118	160	188	188	92	78	162	97	132	141	180	183	115	150	285
g229	633	420	147	2156	700	98	909	526	105	1060	316	204	504	394	339	485
g230	298	1064	1457	970	1137	828	366	899	728	359	424	1200	1429	705	1097	1930
g231	0	2	2	6	0	0	0	1	1	0	0	0	7	24	11	7
g232	164	1538	2947	405	2015	2298	200	2636	2438	295	891	3765	1083	52	5907	5007
g233	22	57	53	38	57	50	3	27	53	14	47	62	162	213	123	139
g234	2603	1403	1294	7847	2093	715	2617	1678	786	1997	830	1022	3006	363	1459	2824
g235	287	820	987	1188	1281	671	449	1055	672	692	781	1257	941	1058	764	1491
g236	908	3677	5944	2086	4602	4718	993	4546	4596	1240	2432	5034	2227	1474	3538	3847
g237	254	687	718	477	923	533	267	762	497	272	373	825	899	47	755	1037
g238	1299	1596	1888	2912	2210	1326	1129	1989	1771	1322	1388	2482	2355	249	1095	1785
g239	4	9	28	13	8	0	1	4	12	1	31	14	567	0	93	129
g240	1957	4540	3531	4258	4104	2966	1722	4185	2696	1521	1575	3706	2391	1295	2058	2719
g241	0	0	4	2	4	0	0	0	1	0	0	0	11	20	13	10
g242	728	1830	2412	1325	2526	1222	736	2183	1458	452	692	1549	6870	1035	2350	4505
g243	120	2519	1241	208	2117	830	61	1330	988	67	982	1775	4078	17	2816	3702
g244	2125	8209	8730	3341	8266	7221	1053	7727	6974	1295	3804	8679	3229	3898	3157	4322
g245	359	424	718	906	524	542	688	249	655	452	205	904	426	28	446	828
g246	62	609	907	82	613	681	35	458	666	81	466	1213	615	57	237	440
g247	121	1682	3360	412	2575	2292	168	1503	2603	149	633	2967	689	201	711	801
g248	340	1088	1137	601	982	708	258	939	725	315	456	946	1651	261	726	1411
g249	380	822	1192	952	983	943	347	807	896	383	482	1370	1689	16	621	1152
g250	230	2048	7989	589	2291	6606	268	1416	5679	246	576	6925	4475	37	5296	11613
g251	0	0	5	30	3	2	7	12	11	20	6	1	6	0	10	3
g252	92	532	472	87	465	215	37	360	224	40	219	264	579	15	466	833
g253	297	1021	1450	906	1304	1059	406	1189	1142	361	449	1288	623	315	816	1070
g254	481	1654	2261	1333	2108	1807	692	1636	1849	732	1157	2783	866	554	1259	1773
g255	161	376	420	320	332	243	155	342	265	69	68	246	1044	242	385	738
g256	47	86	129	52	92	59	16	82	59	15	19	61	282	30	108	181
g257	67	265	343	167	453	328	92	420	340	112	324	555	158	46	193	222
g258	72	242	259	82	256	183	5	234	199	9	20	100	454	16	131	257
g259	0	9	2	2	4	3	3	4	2	0	0	2	17	18	2	12
g260	258	1069	1157	549	982	686	212	972	798	211	357	1044	1443	153	645	1018
g261	1067	3628	3804	2020	3530	2323	792	3560	2481	1011	1880	3253	3123	735	2028	3694
g262	9111	20095	15247	20239	27416	11370	8659	27104	13718	9662	10302	15689	6156	183	8821	11792
g263	12	1076	2655	14	819	2245	4	425	2408	6	409	3992	100	0	42	56
g264	0	199	427	2	163	378	0	110	318	0	19	180	26	0	8	8
g265	1	6	17	0	16	21	0	2	7	1	0	12	3	3	4	0
g266	45	795	1017	76	723	594	17	481	610	49	371	897	1043	3	290	507
g267	13360	11794	4365	30163	13547	1536	15428	16573	3383	12725	4986	5565	7644	431	7793	11824
g268	366	5458	4018	647	6390	2423	200	6707	2274	292	2843	3172	3767	3	1216	2110
g269	0	8	8	0	0	2	0	2	8	0	10	2	38	0	8	6
g270	85	532	716	141	660	611	78	714	598	68	224	868	375	12	391	683
g271	438	1988	2223	1316	2986	2000	498	2838	2221	693	1725	3197	1448	206	1339	1855
g272	187	496	655	355	661	468	164	761	530	114	226	592	564	43	394	578
g273	64	352	389	196	1065	273	134	900	289	144	515	622	399	102	349	492
g274	855	1144	1446	2498	1989	915	979	1800	922	1215	1387	2031	1909	1602	1514	2389
g275	2286	6030	6407	6604	8020	4231	2964	7363	5516	1965	2003	5570	4017	329	3384	5221
g276	198	702	679	284	760	432	124	724	491	137	250	662	710	87	513	834
g277	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	8
g278	882	448	159	1215	413	72	570	384	44	320	87	68	377	24	300	513
g279	1848	2330	1730	2939	2072	764	1240	1729	895	1391	1171	1276	2703	73	1115	2170
g280	2366	12739	7230	5146	14605	3508	2671	14896	4716	2921	6511	7164	13471	406	5612	9080
g281	360	706	640	503	665	393	379	1002	570	326	338	579	396	80	314	341
g282	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0
g283	15	1442	1297	6	3136	1619	0	2868	2617	2	1306	3551	173	2	40	62
g284	23	300	313	60	241	185	32	273	247	24	93	214	205	231	185	185
g285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g286	18528	44964	44859	34581	42866	31960	17237	43315	29896	17057	18906	43629	34590	7436	28225	39932
g287	94	110	254	200	180	168	92	118	156	89	142	284	613	271	464	679
g288	250	1239	1360	611	1674	965	201	1448	1025	252	734	1419	1790	277	1032	1779
g289	60	301	401	122	393	315	41	481	314	36	95	242	333	166	179	319
g290	160	725	811	246	760	653	123	800	777	173	577	1277	551	454	468	662
g291	52	443	303	86	611	277	38	553	308	55	252	483	383	2	309	368
g292	179	949	1288	286	928	725	103	698	718	139	439	937	1725	74	610	1097
g293	0	6	24	19	4	10	0	0	7	0	0	5	11	10	11	24
g294	12	12	33	40	6	9	12	17	3	23	27	14	153	70	82	127
g295	6	2	10	13	0	6	5	4	2	1	4	5	35	5	9	32
g296	2	6	23	0	1	2	2	2	2	0	0	2	17	0	20	139
g297	13	97	98	29	103	121	8	95	83	17	33	141	172	17	125	181
g298	5	11	8	4	10	12	2	24	5	2	0	12	18	21	8	12
g299	525	1056	942	1362	1311	627	598	1395	700	431	291	565	926	304	845	1194
g300	90	236	362	154	310	252	71	303	244	84	224	480	579	121	305	554
g301	18	84	58	62	71	36	13	109	66	26	11	37	48	31	39	67
g302	613	1695	1787	1270	1857	1363	446	1708	1519	610	999	2199	1122	1635	962	1447
g303	792	532	1284	1751	980	1232	657	894	1178	421	368	1722	777	76	544	1064
g304	278	142	84	534	251	34	228	284	67	161	71	45	525	13	123	291
g305	2349	1196	321	5337	1995	67	2186	1905	117	2968	1127	203	1163	16	691	1188
g306	37	209	168	50	158	97	22	178	131	27	43	90	177	33	94	145
g307	77	430	557	109	438	355	30	466	370	87	304	615	440	88	310	455
g308	39	215	235	191	300	167	49	233	172	71	56	181	404	139	195	392
g309	0	1	2	0	0	2	0	0	11	0	1	4	2	4	2	13
g310	549	1327	1391	1024	1063	851	377	1000	940	369	770	1469	1812	3646	958	1587
g311	276	918	1168	541	1228	863	230	1179	1132	385	784	1926	1141	248	746	1384
g312	1020	4281	7580	3043	6758	4964	1431	5787	4979	1534	3287	8000	6663	5181	8476	10477
g313	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g314	36	17	21	157	32	50	24	6	21	32	13	34	87	83237	6185	145
g315	241	514	922	379	481	448	184	498	480	195	256	789	757	188	710	1089
g316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g317	0	56	146	8	28	54	0	18	82	2	23	112	224	0	122	256
g318	1195	66	210	3005	94	48	1344	69	45	994	27	40	1706	79	723	950
g319	0	0	0	0	2	0	0	0	3	0	3	5	0	0	2	1
g320	67	449	714	128	536	535	59	443	519	48	179	536	341	2	189	243
g321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g322	2	6	2	2	4	2	6	3	1	4	6	0	6	0	10	10
g323	592	1749	1959	1401	1747	1223	686	1739	1127	682	1195	2214	3986	427	1930	3425
g324	2	1	170	4	2	4	0	2	3	5	0	5	8	4	152	1000
g325	265	653	1011	730	1000	752	335	766	671	310	490	1150	1511	1820	1382	1831
g326	840	1030	1006	1580	871	359	947	1201	384	1096	492	562	1854	687	1786	3282
g327	13	43	36	25	37	37	14	44	29	6	24	68	31	54	33	41
g328	257	907	844	371	959	702	148	869	609	98	160	470	742	254	420	820
g329	8170	9663	25137	17872	11907	10660	13130	18564	18685	16062	8730	24017	14598	973	11270	19041
g330	619	2417	2146	1309	2455	1800	517	2174	1616	583	918	2048	3330	1247	1554	2745
g331	194	694	696	418	865	538	206	886	552	193	320	848	322	23	334	455
g332	217	366	492	639	548	413	232	484	408	232	274	632	382	34	310	513
g333	60	109	157	138	175	86	70	151	116	55	84	151	165	19	141	218
g334	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
g335	1	0	5	0	0	0	0	0	0	0	2	2	246	16	24	16
g336	892	1600	1578	2057	1912	909	1002	1645	893	878	679	1184	3912	1364	1690	3403
g337	1026	1880	3745	2408	2340	1418	1795	2787	2188	1853	1867	2895	1711	1491	1418	1781
g338	2817	186	96	5967	203	2	3490	186	1	4879	121	3	440	19	246	412
g339	614	14684	10148	793	10899	10074	204	6301	8194	219	5659	19993	10015	6	2685	4678
g340	1830	5524	6429	4045	7024	4551	1751	5953	4630	1968	3161	7056	7048	2805	4723	7799
g341	508	2204	2209	772	2212	1865	289	1913	1895	310	1011	2477	1564	776	1040	1457
g342	649	1995	1965	1324	2221	1710	447	2075	1641	627	911	2085	889	359	1229	1388
g343	0	0	2	1	2	0	0	0	0	0	0	2	0	6232	563	22
g344	74	690	1359	112	812	837	7	478	833	94	593	1322	2420	5	535	973
g345	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
g346	795	3471	3828	2037	5393	2952	776	4624	2380	1231	3627	4931	3824	2140	3447	5147
g347	0	240	107	2	112	126	1	16	145	0	86	371	201	0	105	268
g348	4	32	80	18	41	36	7	43	28	6	15	34	488	28	87	212
g349	338	1010	985	633	1247	772	278	1317	797	456	565	1085	1008	199	652	959
